Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,All ages,6077900,3087940,2989960,1708015,911750,796265,1570152,832698,737454,116163,66099,50064,10800,6984,3816,7827,4815,3012,3073,1154,1919
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,0-4,560187,296555,263632,9896,5497,4399,9896,5497,4399,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,5,123996,65408,58588,26057,14269,11788,26057,14269,11788,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,6,108954,56463,52491,65978,34947,31031,65978,34947,31031,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,7,117677,61554,56123,108169,57166,51003,108169,57166,51003,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,8,137680,71958,65722,130640,68804,61836,130640,68804,61836,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,9,130857,67675,63182,126648,65812,60836,126648,65812,60836,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,10,151321,78154,73167,145149,75530,69619,145149,75530,69619,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,11,127690,65993,61697,123785,64335,59450,123785,64335,59450,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,12,152423,78352,74071,145059,75328,69731,145059,75328,69731,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,13,134792,67786,67006,127441,65053,62388,127441,65053,62388,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,14,138813,70972,67841,126676,66233,60443,126676,66233,60443,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,15-19,626624,324318,302306,439892,238039,201853,398532,216543,181989,36775,18929,17846,2694,1547,1147,1784,979,805,107,41,66
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,20-24,583029,295703,287326,115075,69422,45653,36122,23181,12941,71559,41685,29874,4402,2928,1474,2684,1514,1170,308,114,194
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,25-29,517507,256532,260975,10555,7221,3334,0,0,0,5879,4168,1711,2108,1476,632,2213,1460,753,355,117,238
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,30-34,432675,215401,217274,2114,1324,790,0,0,0,702,487,215,495,339,156,527,383,144,390,115,275
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,35-59,1471395,736070,735325,3568,1960,1608,0,0,0,740,519,221,826,525,301,480,374,106,1522,542,980
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,60+,547564,270846,276718,1161,713,448,0,0,0,438,275,163,242,142,100,93,72,21,388,224,164
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Total,Age not stated,14716,8200,6516,152,97,55,0,0,0,70,36,34,33,27,6,46,33,13,3,1,2
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,All ages,5482319,2756073,2726246,1530320,815709,714611,1427415,755685,671730,86474,50392,36082,7732,4974,2758,5818,3599,2219,2881,1059,1822
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,0-4,517539,273478,244061,6968,3878,3090,6968,3878,3090,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,5,113628,59692,53936,21828,11919,9909,21828,11919,9909,0,0,0,0,0,0,0,0,0,0,0,0
