Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females
C3010,05,00,0000,State - UTTARANCHAL  05,Total,All ages,8489349,4325924,4163425,2435611,1334868,1100743,2236867,1220733,1016134,174217,98800,75417,13838,10487,3351,5302,3756,1546,5387,1092,4295
C3010,05,00,0000,State - UTTARANCHAL  05,Total,0-4,922085,483708,438377,26613,14506,12107,26613,14506,12107,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,5,221979,118230,103749,56982,31130,25852,56982,31130,25852,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,6,215968,111011,104957,101518,53428,48090,101518,53428,48090,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,7,194956,100563,94393,158659,83659,75000,158659,83659,75000,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,8,249951,130325,119626,215725,114864,100861,215725,114864,100861,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,9,188507,97320,91187,172037,90173,81864,172037,90173,81864,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,10,267500,140300,127200,237138,127133,110005,237138,127133,110005,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,11,173807,90500,83307,159892,84784,75108,159892,84784,75108,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,12,254137,132934,121203,222411,119723,102688,222411,119723,102688,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,13,189796,95664,94132,165223,86436,78787,165223,86436,78787,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,14,208290,106866,101424,169378,91619,77759,169378,91619,77759,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,15-19,929859,485918,443941,563173,320378,242795,502282,288980,213302,53805,26418,27387,4257,3140,1117,2452,1753,699,377,87,290
C3010,05,00,0000,State - UTTARANCHAL  05,Total,20-24,742540,371700,370840,161630,100825,60805,49009,34298,14711,105010,61170,43840,5462,4232,1230,1334,940,394,815,185,630
C3010,05,00,0000,State - UTTARANCHAL  05,Total,25-29,625834,302807,323027,16064,11439,4625,0,0,0,11486,8549,2937,2756,2148,608,829,578,251,993,164,829
C3010,05,00,0000,State - UTTARANCHAL  05,Total,30-34,547173,267320,279853,3279,1749,1530,0,0,0,1565,1060,505,455,343,112,263,188,75,996,158,838
C3010,05,00,0000,State - UTTARANCHAL  05,Total,35-59,1884841,954216,930625,4799,2351,2448,0,0,0,1856,1280,576,687,470,217,306,222,84,1950,379,1571
C3010,05,00,0000,State - UTTARANCHAL  05,Total,60+,654356,326715,327641,854,511,343,0,0,0,354,235,119,146,92,54,104,66,38,250,118,132
C3010,05,00,0000,State - UTTARANCHAL  05,Total,Age not stated,17770,9827,7943,236,160,76,0,0,0,141,88,53,75,62,13,14,9,5,6,1,5
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,All ages,6310275,3144590,3165685,1775499,974940,800559,1675962,915880,760082,85454,51380,34074,5912,4482,1430,3196,2274,922,4975,924,4051
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,0-4,730431,381305,349126,14047,7638,6409,14047,7638,6409,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,5,173837,92216,81621,39367,21489,17878,39367,21489,17878,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,6,168092,85727,82365,77117,40359,36758,77117,40359,36758,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,7,150560,76909,73651,121265,63481,57784,121265,63481,57784,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,8,192073,99338,92735,165861,87809,78052,165861,87809,78052,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,9,146707,75109,71598,134059,69843,64216,134059,69843,64216,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,10,202852,105180,97672,180559,96165,84394,180559,96165,84394,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,11,131640,67907,63733,121288,64014,57274,121288,64014,57274,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,12,192189,99399,92790,168561,90408,78153,168561,90408,78153,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,13,143510,71843,71667,124638,65501,59137,124638,65501,59137,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,14,156298,79430,76868,126323,68823,57500,126323,68823,57500,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,15-19,686132,350316,335816,398239,231784,166455,367086,214948,152138,27473,14373,13100,1807,1314,493,1538,1082,456,335,67,268
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,20-24,522608,247495,275113,90279,59217,31062,35791,25402,10389,50466,31151,19315,2487,1953,534,776,553,223,759,158,601
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,25-29,443299,206465,236834,8218,5892,2326,0,0,0,5814,4578,1236,1031,841,190,442,332,110,931,141,790
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,30-34,385222,182515,202707,1968,901,1067,0,0,0,708,517,191,167,121,46,167,126,41,926,137,789
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,35-59,1349537,658411,691126,3092,1270,1822,0,0,0,786,626,160,315,194,121,194,134,60,1797,316,1481
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,60+,523057,258549,264508,522,295,227,0,0,0,142,96,46,85,51,34,72,43,29,223,105,118
C3010,05,00,0000,State - UTTARANCHAL  05,Rural,Age not stated,12231,6476,5755,96,51,45,0,0,0,65,39,26,20,8,12,7,4,3,4,0,4
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,All ages,2179074,1181334,997740,660112,359928,300184,560905,304853,256052,88763,47420,41343,7926,6005,1921,2106,1482,624,412,168,244
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,0-4,191654,102403,89251,12566,6868,5698,12566,6868,5698,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,5,48142,26014,22128,17615,9641,7974,17615,9641,7974,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,6,47876,25284,22592,24401,13069,11332,24401,13069,11332,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,7,44396,23654,20742,37394,20178,17216,37394,20178,17216,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,8,57878,30987,26891,49864,27055,22809,49864,27055,22809,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,9,41800,22211,19589,37978,20330,17648,37978,20330,17648,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,10,64648,35120,29528,56579,30968,25611,56579,30968,25611,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,11,42167,22593,19574,38604,20770,17834,38604,20770,17834,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,12,61948,33535,28413,53850,29315,24535,53850,29315,24535,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,13,46286,23821,22465,40585,20935,19650,40585,20935,19650,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,14,51992,27436,24556,43055,22796,20259,43055,22796,20259,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,15-19,243727,135602,108125,164934,88594,76340,135196,74032,61164,26332,12045,14287,2450,1826,624,914,671,243,42,20,22
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,20-24,219932,124205,95727,71351,41608,29743,13218,8896,4322,54544,30019,24525,2975,2279,696,558,387,171,56,27,29
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,25-29,182535,96342,86193,7846,5547,2299,0,0,0,5672,3971,1701,1725,1307,418,387,246,141,62,23,39
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,30-34,161951,84805,77146,1311,848,463,0,0,0,857,543,314,288,222,66,96,62,34,70,21,49
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,35-59,535304,295805,239499,1707,1081,626,0,0,0,1070,654,416,372,276,96,112,88,24,153,63,90
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,60+,131299,68166,63133,332,216,116,0,0,0,212,139,73,61,41,20,32,23,9,27,13,14
C3010,05,00,0000,State - UTTARANCHAL  05,Urban,Age not stated,5539,3351,2188,140,109,31,0,0,0,76,49,27,55,54,1,7,5,2,2,1,1
C3010,05,01,0000,District - Uttarkashi  01,Total,All ages,295013,152016,142997,87067,49412,37655,80453,45153,35300,6040,3905,2135,364,280,84,81,52,29,129,22,107
C3010,05,01,0000,District - Uttarkashi  01,Total,0-4,33233,17069,16164,615,330,285,615,330,285,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,01,0000,District - Uttarkashi  01,Total,5,8540,4528,4012,1754,965,789,1754,965,789,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,01,0000,District - Uttarkashi  01,Total,6,7985,4022,3963,3353,1791,1562,3353,1791,1562,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,01,0000,District - Uttarkashi  01,Total,7,7287,3650,3637,5545,2918,2627,5545,2918,2627,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,01,0000,District - Uttarkashi  01,Total,8,8649,4540,4109,7293,3945,3348,7293,3945,3348,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,01,0000,District - Uttarkashi  01,Total,9,7064,3655,3409,6351,3391,2960,6351,3391,2960,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,01,0000,District - Uttarkashi  01,Total,10,8866,4639,4227,8083,4387,3696,8083,4387,3696,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,01,0000,District - Uttarkashi  01,Total,11,6160,3204,2956,5708,3075,2633,5708,3075,2633,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,01,0000,District - Uttarkashi  01,Total,12,8545,4468,4077,7722,4224,3498,7722,4224,3498,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,01,0000,District - Uttarkashi  01,Total,13,6555,3363,3192,5839,3183,2656,5839,3183,2656,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,01,0000,District - Uttarkashi  01,Total,14,6839,3577,3262,6032,3377,2655,6032,3377,2655,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,01,0000,District - Uttarkashi  01,Total,15-19,31215,16364,14851,21256,12698,8558,19550,11707,7843,1574,905,669,84,63,21,30,20,10,18,3,15
C3010,05,01,0000,District - Uttarkashi  01,Total,20-24,25776,12819,12957,6598,4440,2158,2608,1860,748,3825,2479,1346,124,89,35,16,11,5,25,1,24
C3010,05,01,0000,District - Uttarkashi  01,Total,25-29,22543,11248,11295,679,537,142,0,0,0,525,432,93,104,86,18,23,16,7,27,3,24
C3010,05,01,0000,District - Uttarkashi  01,Total,30-34,19090,9733,9357,88,57,31,0,0,0,44,32,12,22,20,2,6,4,2,16,1,15
C3010,05,01,0000,District - Uttarkashi  01,Total,35-59,65193,34088,31105,117,68,49,0,0,0,50,40,10,25,17,8,6,1,5,36,10,26
