Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females
C3010,22,00,0000,State - CHHATTISGARH  22,Total,All ages,20833803,10474218,10359585,4606577,2581722,2024855,4333828,2412244,1921584,188254,126483,61771,15034,10692,4342,5525,3667,1858,63936,28636,35300
C3010,22,00,0000,State - CHHATTISGARH  22,Total,0-4,2452954,1241636,1211318,39967,20571,19396,39967,20571,19396,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,5,560406,287043,273363,60754,32298,28456,60754,32298,28456,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,6,541556,271734,269822,244947,128056,116891,244947,128056,116891,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,7,459063,231150,227913,343136,179035,164101,343136,179035,164101,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,8,573730,291950,281780,465225,245402,219823,465225,245402,219823,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,9,499608,249131,250477,433245,222652,210593,433245,222652,210593,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,10,669385,342573,326812,548928,293539,255389,548928,293539,255389,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,11,437320,226375,210945,380632,204826,175806,380632,204826,175806,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,12,601060,308571,292489,449475,248822,200653,449475,248822,200653,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,13,438366,220748,217618,320350,177526,142824,320350,177526,142824,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,14,459206,234670,224536,294137,170649,123488,294137,170649,123488,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,15-19,1931724,1008441,923283,754266,478165,276101,695360,445074,250286,49519,27566,21953,4329,2866,1463,1904,1208,696,3154,1451,1703
C3010,22,00,0000,State - CHHATTISGARH  22,Total,20-24,1671488,827776,843712,191735,135193,56542,57672,43794,13878,118027,82128,35899,6053,4531,1522,1513,1067,446,8470,3673,4797
C3010,22,00,0000,State - CHHATTISGARH  22,Total,25-29,1636950,814809,822141,31484,21467,10017,0,0,0,16709,13776,2933,2719,2153,566,973,688,285,11083,4850,6233
C3010,22,00,0000,State - CHHATTISGARH  22,Total,30-34,1542280,755721,786559,15631,7523,8108,0,0,0,2095,1644,451,644,431,213,393,243,150,12499,5205,7294
C3010,22,00,0000,State - CHHATTISGARH  22,Total,35-59,4826242,2456463,2369779,30077,14402,15675,0,0,0,1419,1073,346,1023,588,435,562,352,210,27073,12389,14684
C3010,22,00,0000,State - CHHATTISGARH  22,Total,60+,1504383,689685,814698,2285,1447,838,0,0,0,302,208,94,230,109,121,161,103,58,1592,1027,565
C3010,22,00,0000,State - CHHATTISGARH  22,Total,Age not stated,28082,15742,12340,303,149,154,0,0,0,183,88,95,36,14,22,19,6,13,65,41,24
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,All ages,16648056,8307443,8340613,3466831,1967896,1498935,3324001,1875667,1448334,73206,58683,14523,5368,3936,1432,2784,1833,951,61472,27777,33695
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,0-4,2042755,1030310,1012445,23985,12070,11915,23985,12070,11915,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,5,465621,237219,228402,36613,19266,17347,36613,19266,17347,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,6,455604,227971,227633,202384,105999,96385,202384,105999,96385,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,7,370190,185883,184307,269184,140826,128358,269184,140826,128358,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,8,468401,237394,231007,371394,196105,175289,371394,196105,175289,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,9,416399,207376,209023,356240,183645,172595,356240,183645,172595,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,10,547488,279580,267908,439116,236007,203109,439116,236007,203109,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,11,351033,181889,169144,300977,163330,137647,300977,163330,137647,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,12,487123,249650,237473,350764,196786,153978,350764,196786,153978,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,13,349387,176487,172900,244351,138806,105545,244351,138806,105545,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,14,365452,186999,178453,219600,131623,87977,219600,131623,87977,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,15-19,1487415,773358,714057,493066,335020,158046,470842,320438,150404,17033,11743,5290,1250,886,364,866,527,339,3075,1426,1649
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,20-24,1268540,616462,652078,96129,74960,21169,38551,30766,7785,46775,38539,8236,1906,1583,323,671,486,185,8226,3586,4640
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,25-29,1265273,627523,637750,19844,12813,7031,0,0,0,7758,6993,765,966,785,181,429,305,124,10691,4730,5961
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,30-34,1204248,582456,621792,13512,6179,7333,0,0,0,955,828,127,346,204,142,247,154,93,11964,4993,6971
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,35-59,3809366,1916381,1892985,27649,13162,14487,0,0,0,533,459,74,718,398,320,424,270,154,25974,12035,13939
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,60+,1270678,577529,693149,1880,1212,668,0,0,0,102,82,20,166,76,90,130,86,44,1482,968,514
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,Age not stated,23083,12976,10107,143,87,56,0,0,0,50,39,11,16,4,12,17,5,12,60,39,21
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,All ages,4185747,2166775,2018972,1139746,613826,525920,1009827,536577,473250,115048,67800,47248,9666,6756,2910,2741,1834,907,2464,859,1605
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,0-4,410199,211326,198873,15982,8501,7481,15982,8501,7481,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,5,94785,49824,44961,24141,13032,11109,24141,13032,11109,0,0,0,0,0,0,0,0,0,0,0,0
