Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females
C3010,20,00,0000,State - JHARKHAND  20,Total,All ages,26945829,13885037,13060792,5385679,3201622,2184057,4919743,2877686,2042057,416484,289850,126634,23246,17631,5615,17311,12059,5252,8895,4396,4499
C3010,20,00,0000,State - JHARKHAND  20,Total,0-4,3269645,1655097,1614548,67665,36553,31112,67665,36553,31112,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,5,810431,421921,388510,128112,71692,56420,128112,71692,56420,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,6,876751,445018,431733,239763,132017,107746,239763,132017,107746,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,7,649795,328015,321780,360411,196384,164027,360411,196384,164027,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,8,1021081,529139,491942,590055,333858,256197,590055,333858,256197,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,9,546038,277252,268786,364433,201149,163284,364433,201149,163284,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,10,1075029,567605,507424,680788,396093,284695,680788,396093,284695,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,11,411004,213140,197864,298461,168451,130010,298461,168451,130010,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,12,967069,512452,454617,605585,358483,247102,605585,358483,247102,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,13,482134,244579,237555,318616,180746,137870,318616,180746,137870,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,14,599717,314452,285265,356072,210958,145114,356072,210958,145114,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,15-19,2499650,1351313,1148337,997434,642866,354568,833940,536308,297632,150140,97423,52717,5194,3894,1300,7519,4944,2575,641,297,344
C3010,20,00,0000,State - JHARKHAND  20,Total,20-24,2149707,1086951,1062756,302408,214858,87550,75842,54994,20848,215107,151633,63474,6882,5282,1600,3156,2289,867,1421,660,761
