Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females
C3010,24,00,0000,State - GUJARAT  24,Total,30-34,3985565,2027533,1958032,11753,7886,3867,0,0,0,4314,2915,1399,3888,2643,1245,2126,1680,446,1425,648,777
C3010,24,00,0000,State - GUJARAT  24,Total,35-59,12267094,6411161,5855933,24405,16788,7617,0,0,0,4554,3088,1466,9818,6669,3149,6381,5248,1133,3652,1783,1869
C3010,24,00,0000,State - GUJARAT  24,Total,60+,3499063,1628474,1870589,2667,1675,992,0,0,0,693,461,232,723,420,303,605,451,154,646,343,303
C3010,24,00,0000,State - GUJARAT  24,Total,Age not stated,47237,26740,20497,757,421,336,0,0,0,336,183,153,296,137,159,112,92,20,13,9,4
C3010,24,00,0000,State - GUJARAT  24,Rural,All ages,31740767,16317771,15422996,6195212,3599363,2595849,5953105,3432452,2520653,186870,125480,61390,32898,26535,6363,15231,11596,3635,7108,3300,3808
C3010,24,00,0000,State - GUJARAT  24,Rural,0-4,3576413,1871793,1704620,28557,15308,13249,28557,15308,13249,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,5,795670,424574,371096,111905,62825,49080,111905,62825,49080,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,6,713858,372160,341698,347828,191619,156209,347828,191619,156209,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,7,733677,381294,352383,557771,303056,254715,557771,303056,254715,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,8,874011,455600,418411,696913,381216,315697,696913,381216,315697,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,9,674040,353852,320188,577430,315476,261954,577430,315476,261954,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,10,920940,485960,434980,719921,405045,314876,719921,405045,314876,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,11,591646,320175,271471,501706,285842,215864,501706,285842,215864,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,12,828174,437621,390553,602738,349257,253481,602738,349257,253481,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,13,614042,324779,289263,435700,258276,177424,435700,258276,177424,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,14,668978,350711,318267,402627,245988,156639,402627,245988,156639,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,15-19,3152829,1644102,1508727,1000599,636015,364584,906832,573622,333210,69798,43116,26682,15488,13162,2326,8199,5981,2218,282,134,148
C3010,24,00,0000,State - GUJARAT  24,Rural,20-24,2871801,1470791,1401010,178078,125281,52797,63177,44922,18255,104645,72280,32365,6947,5712,1235,2366,1963,403,943,404,539
C3010,24,00,0000,State - GUJARAT  24,Rural,25-29,2511297,1287160,1224137,15434,11978,3456,0,0,0,9341,7617,1724,3719,2905,814,1205,928,277,1169,528,641
C3010,24,00,0000,State - GUJARAT  24,Rural,30-34,2406237,1204983,1201254,5496,3748,1748,0,0,0,1569,1246,323,1826,1295,531,885,667,218,1216,540,676
C3010,24,00,0000,State - GUJARAT  24,Rural,35-59,7463028,3845325,3617703,11004,7507,3497,0,0,0,1286,1056,230,4440,3179,1261,2282,1848,434,2996,1424,1572
C3010,24,00,0000,State - GUJARAT  24,Rural,60+,2318951,1072260,1246691,1179,690,489,0,0,0,143,104,39,325,177,148,217,143,74,494,266,228
C3010,24,00,0000,State - GUJARAT  24,Rural,Age not stated,25175,14631,10544,326,236,90,0,0,0,88,61,27,153,105,48,77,66,11,8,4,4
C3010,24,00,0000,State - GUJARAT  24,Urban,All ages,18930250,10067806,8862444,4357418,2423695,1933723,3941729,2176394,1765335,362645,208776,153869,38391,27169,11222,13174,10551,2623,1479,805,674
C3010,24,00,0000,State - GUJARAT  24,Urban,0-4,1692257,918095,774162,55427,30686,24741,55427,30686,24741,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Urban,5,414842,230396,184446,91185,51573,39612,91185,51573,39612,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Urban,6,339364,183130,156234,167142,91531,75611,167142,91531,75611,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Urban,7,384108,205075,179033,317328,172470,144858,317328,172470,144858,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Urban,8,434002,234557,199445,375834,206363,169471,375834,206363,169471,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Urban,9,318450,169640,148810,288050,155456,132594,288050,155456,132594,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Urban,10,501311,271452,229859,435776,240031,195745,435776,240031,195745,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Urban,11,334337,179921,154416,303594,165496,138098,303594,165496,138098,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Urban,12,463807,250813,212994,390856,216438,174418,390856,216438,174418,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Urban,13,359707,187934,171773,301100,162509,138591,301100,162509,138591,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Urban,14,390534,205056,185478,297166,162985,134181,297166,162985,134181,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Urban,15-19,2030925,1112376,918549,1008673,565795,442878,856833,482227,374606,131833,68904,62929,16483,11930,4553,3451,2687,764,73,47,26
C3010,24,00,0000,State - GUJARAT  24,Urban,20-24,1967464,1067753,899711,280587,171622,108965,61438,38629,22809,207805,124594,83211,9076,6645,2431,2093,1660,433,175,94,81
C3010,24,00,0000,State - GUJARAT  24,Urban,25-29,1713574,894899,818675,23123,16151,6972,0,0,0,16196,11098,5098,4851,3481,1370,1867,1457,410,209,115,94
C3010,24,00,0000,State - GUJARAT  24,Urban,30-34,1579328,822550,756778,6257,4138,2119,0,0,0,2745,1669,1076,2062,1348,714,1241,1013,228,209,108,101
C3010,24,00,0000,State - GUJARAT  24,Urban,35-59,4804066,2565836,2238230,13401,9281,4120,0,0,0,3268,2032,1236,5378,3490,1888,4099,3400,699,656,359,297
C3010,24,00,0000,State - GUJARAT  24,Urban,60+,1180112,556214,623898,1488,985,503,0,0,0,550,357,193,398,243,155,388,308,80,152,77,75
C3010,24,00,0000,State - GUJARAT  24,Urban,Age not stated,22062,12109,9953,431,185,246,0,0,0,248,122,126,143,32,111,35,26,9,5,5,0
C3010,24,01,0000,District - Kachchh  01,Total,All ages,1583225,815152,768073,290968,168824,122144,280774,162552,118222,8585,5171,3414,967,686,281,535,388,147,107,27,80
C3010,24,01,0000,District - Kachchh  01,Total,0-4,176916,91614,85302,2622,1400,1222,2622,1400,1222,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Total,5,40640,21728,18912,5656,3197,2459,5656,3197,2459,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Total,6,36892,19069,17823,15138,8237,6901,15138,8237,6901,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Total,7,35880,18677,17203,25024,13704,11320,25024,13704,11320,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Total,8,45135,23646,21489,32728,18150,14578,32728,18150,14578,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Total,9,31357,16405,14952,25241,13828,11413,25241,13828,11413,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Total,10,48889,25908,22981,35937,20369,15568,35937,20369,15568,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Total,11,30624,16403,14221,24849,14078,10771,24849,14078,10771,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Total,12,44908,23740,21168,31335,18265,13070,31335,18265,13070,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Total,13,31575,16426,15149,20758,12356,8402,20758,12356,8402,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Total,14,35135,18238,16897,18832,11782,7050,18832,11782,7050,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Total,15-19,169173,88283,80890,44834,28276,16558,40371,25665,14706,3760,2093,1667,433,331,102,262,184,78,8,3,5
C3010,24,01,0000,District - Kachchh  01,Total,20-24,146169,76766,69403,6958,4498,2460,2283,1521,762,4389,2770,1619,162,115,47,110,90,20,14,2,12
C3010,24,01,0000,District - Kachchh  01,Total,25-29,121760,62228,59532,504,337,167,0,0,0,286,200,86,136,89,47,66,47,19,16,1,15
C3010,24,01,0000,District - Kachchh  01,Total,30-34,116290,58985,57305,190,118,72,0,0,0,55,41,14,80,47,33,38,28,10,17,2,15
C3010,24,01,0000,District - Kachchh  01,Total,35-59,358129,186106,172023,294,186,108,0,0,0,74,50,24,134,93,41,44,27,17,42,16,26
C3010,24,01,0000,District - Kachchh  01,Total,60+,112625,50262,62363,60,37,23,0,0,0,18,14,4,18,9,9,14,11,3,10,3,7
C3010,24,01,0000,District - Kachchh  01,Total,Age not stated,1128,668,460,8,6,2,0,0,0,3,3,0,4,2,2,1,1,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Rural,All ages,1108333,567470,540863,190316,113157,77159,187219,110952,76267,2270,1642,628,458,341,117,292,207,85,77,15,62
C3010,24,01,0000,District - Kachchh  01,Rural,0-4,132225,68355,63870,1339,738,601,1339,738,601,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Rural,5,29759,15835,13924,3699,2078,1621,3699,2078,1621,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Rural,6,27370,14074,13296,10993,6000,4993,10993,6000,4993,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Rural,7,26100,13545,12555,17778,9775,8003,17778,9775,8003,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Rural,8,33354,17422,15932,23739,13256,10483,23739,13256,10483,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Rural,9,23196,12115,11081,18505,10203,8302,18505,10203,8302,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Rural,10,35372,18643,16729,25326,14452,10874,25326,14452,10874,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Rural,11,21791,11737,10054,17359,9997,7362,17359,9997,7362,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Rural,12,31975,16889,15086,21473,12738,8735,21473,12738,8735,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Rural,13,22112,11627,10485,13682,8543,5139,13682,8543,5139,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Rural,14,24795,12924,11871,11791,7885,3906,11791,7885,3906,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Rural,15-19,117391,60937,56454,22109,15654,6455,20663,14640,6023,1079,742,337,177,138,39,184,132,52,6,2,4
C3010,24,01,0000,District - Kachchh  01,Rural,20-24,99939,52388,47551,2066,1541,525,872,647,225,1088,817,271,60,47,13,38,29,9,8,1,7
C3010,24,01,0000,District - Kachchh  01,Rural,25-29,81614,41663,39951,188,133,55,0,0,0,73,61,12,83,58,25,22,14,8,10,0,10
C3010,24,01,0000,District - Kachchh  01,Rural,30-34,78026,39195,38831,103,63,40,0,0,0,17,14,3,54,36,18,16,12,4,16,1,15
C3010,24,01,0000,District - Kachchh  01,Rural,35-59,239649,122838,116811,137,84,53,0,0,0,11,6,5,70,54,16,26,15,11,30,9,21
C3010,24,01,0000,District - Kachchh  01,Rural,60+,82984,36862,46122,24,13,11,0,0,0,1,1,0,11,6,5,5,4,1,7,2,5
C3010,24,01,0000,District - Kachchh  01,Rural,Age not stated,681,421,260,5,4,1,0,0,0,1,1,0,3,2,1,1,1,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Urban,All ages,474892,247682,227210,100652,55667,44985,93555,51600,41955,6315,3529,2786,509,345,164,243,181,62,30,12,18
C3010,24,01,0000,District - Kachchh  01,Urban,0-4,44691,23259,21432,1283,662,621,1283,662,621,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Urban,5,10881,5893,4988,1957,1119,838,1957,1119,838,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Urban,6,9522,4995,4527,4145,2237,1908,4145,2237,1908,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Urban,7,9780,5132,4648,7246,3929,3317,7246,3929,3317,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Urban,8,11781,6224,5557,8989,4894,4095,8989,4894,4095,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Urban,9,8161,4290,3871,6736,3625,3111,6736,3625,3111,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Urban,10,13517,7265,6252,10611,5917,4694,10611,5917,4694,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Urban,11,8833,4666,4167,7490,4081,3409,7490,4081,3409,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Urban,12,12933,6851,6082,9862,5527,4335,9862,5527,4335,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Urban,13,9463,4799,4664,7076,3813,3263,7076,3813,3263,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Urban,14,10340,5314,5026,7041,3897,3144,7041,3897,3144,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,01,0000,District - Kachchh  01,Urban,15-19,51782,27346,24436,22725,12622,10103,19708,11025,8683,2681,1351,1330,256,193,63,78,52,26,2,1,1
C3010,24,01,0000,District - Kachchh  01,Urban,20-24,46230,24378,21852,4892,2957,1935,1411,874,537,3301,1953,1348,102,68,34,72,61,11,6,1,5
C3010,24,01,0000,District - Kachchh  01,Urban,25-29,40146,20565,19581,316,204,112,0,0,0,213,139,74,53,31,22,44,33,11,6,1,5
C3010,24,01,0000,District - Kachchh  01,Urban,30-34,38264,19790,18474,87,55,32,0,0,0,38,27,11,26,11,15,22,16,6,1,1,0
C3010,24,01,0000,District - Kachchh  01,Urban,35-59,118480,63268,55212,157,102,55,0,0,0,63,44,19,64,39,25,18,12,6,12,7,5
C3010,24,01,0000,District - Kachchh  01,Urban,60+,29641,13400,16241,36,24,12,0,0,0,17,13,4,7,3,4,9,7,2,3,1,2
C3010,24,01,0000,District - Kachchh  01,Urban,Age not stated,447,247,200,3,2,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Total,All ages,2504244,1297404,1206840,466333,297257,169076,451377,285675,165702,11728,8857,2871,1825,1449,376,1279,1190,89,124,86,38
C3010,24,02,0000,District - Banas Kantha  02,Total,0-4,326948,170610,156338,1238,714,524,1238,714,524,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Total,5,73047,39470,33577,6657,3972,2685,6657,3972,2685,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Total,6,68399,35574,32825,24888,14366,10522,24888,14366,10522,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Total,7,64479,33743,30736,42523,24473,18050,42523,24473,18050,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Total,8,84293,44470,39823,60137,35129,25008,60137,35129,25008,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Total,9,57899,31031,26868,46100,26968,19132,46100,26968,19132,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Total,10,89027,47307,41720,63481,38297,25184,63481,38297,25184,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Total,11,48385,26758,21627,37614,23405,14209,37614,23405,14209,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Total,12,76560,40870,35690,48825,31415,17410,48825,31415,17410,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Total,13,50702,27157,23545,30668,20714,9954,30668,20714,9954,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Total,14,56111,30086,26025,27460,19700,7760,27460,19700,7760,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Total,15-19,249126,133505,115621,63530,47693,15837,57885,43487,14398,4053,2808,1245,772,607,165,813,788,25,7,3,4
C3010,24,02,0000,District - Banas Kantha  02,Total,20-24,224028,113626,110402,11448,8981,2467,3901,3035,866,6861,5356,1505,445,376,69,229,206,23,12,8,4
C3010,24,02,0000,District - Banas Kantha  02,Total,25-29,194063,99340,94723,942,803,139,0,0,0,624,544,80,239,195,44,58,48,10,21,16,5
C3010,24,02,0000,District - Banas Kantha  02,Total,30-34,179515,90383,89132,273,208,65,0,0,0,92,72,20,109,80,29,56,44,12,16,12,4
C3010,24,02,0000,District - Banas Kantha  02,Total,35-59,518731,268015,250716,484,376,108,0,0,0,88,70,18,238,181,57,106,92,14,52,33,19
C3010,24,02,0000,District - Banas Kantha  02,Total,60+,141890,64834,77056,58,39,19,0,0,0,6,5,1,21,9,12,15,11,4,16,14,2
C3010,24,02,0000,District - Banas Kantha  02,Total,Age not stated,1041,625,416,7,4,3,0,0,0,4,2,2,1,1,0,2,1,1,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Rural,All ages,2228743,1152573,1076170,400076,258608,141468,390096,250319,139777,7450,6115,1335,1255,1003,252,1161,1089,72,114,82,32
C3010,24,02,0000,District - Banas Kantha  02,Rural,0-4,297770,154724,143046,855,496,359,855,496,359,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Rural,5,66132,35504,30628,5851,3485,2366,5851,3485,2366,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Rural,6,62782,32484,30298,22549,13009,9540,22549,13009,9540,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Rural,7,58041,30231,27810,37610,21700,15910,37610,21700,15910,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Rural,8,76568,40222,36346,53777,31493,22284,53777,31493,22284,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Rural,9,52570,28130,24440,41361,24323,17038,41361,24323,17038,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Rural,10,80289,42634,37655,56258,34297,21961,56258,34297,21961,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Rural,11,42754,23692,19062,32611,20584,12027,32611,20584,12027,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Rural,12,68249,36350,31899,42284,27682,14602,42284,27682,14602,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Rural,13,44663,23943,20720,25865,17959,7906,25865,17959,7906,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Rural,14,49780,26637,23143,22954,17030,5924,22954,17030,5924,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Rural,15-19,218168,116779,101389,48952,38875,10077,45096,35781,9315,2534,1922,612,534,408,126,782,762,20,6,2,4
C3010,24,02,0000,District - Banas Kantha  02,Rural,20-24,197219,99785,97434,7909,6620,1289,3025,2480,545,4382,3702,680,279,239,40,211,191,20,12,8,4
C3010,24,02,0000,District - Banas Kantha  02,Rural,25-29,171900,88280,83620,694,616,78,0,0,0,447,411,36,181,153,28,47,37,10,19,15,4
C3010,24,02,0000,District - Banas Kantha  02,Rural,30-34,158458,79850,78608,200,163,37,0,0,0,54,50,4,86,65,21,45,36,9,15,12,3
C3010,24,02,0000,District - Banas Kantha  02,Rural,35-59,455000,234530,220470,295,243,52,0,0,0,28,27,1,160,132,28,61,53,8,46,31,15
C3010,24,02,0000,District - Banas Kantha  02,Rural,60+,127474,58244,69230,45,29,16,0,0,0,2,1,1,14,5,9,13,9,4,16,14,2
C3010,24,02,0000,District - Banas Kantha  02,Rural,Age not stated,926,554,372,6,4,2,0,0,0,3,2,1,1,1,0,2,1,1,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,All ages,275501,144831,130670,66257,38649,27608,61281,35356,25925,4278,2742,1536,570,446,124,118,101,17,10,4,6
C3010,24,02,0000,District - Banas Kantha  02,Urban,0-4,29178,15886,13292,383,218,165,383,218,165,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,5,6915,3966,2949,806,487,319,806,487,319,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,6,5617,3090,2527,2339,1357,982,2339,1357,982,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,7,6438,3512,2926,4913,2773,2140,4913,2773,2140,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,8,7725,4248,3477,6360,3636,2724,6360,3636,2724,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,9,5329,2901,2428,4739,2645,2094,4739,2645,2094,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,10,8738,4673,4065,7223,4000,3223,7223,4000,3223,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,11,5631,3066,2565,5003,2821,2182,5003,2821,2182,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,12,8311,4520,3791,6541,3733,2808,6541,3733,2808,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,13,6039,3214,2825,4803,2755,2048,4803,2755,2048,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,14,6331,3449,2882,4506,2670,1836,4506,2670,1836,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,15-19,30958,16726,14232,14578,8818,5760,12789,7706,5083,1519,886,633,238,199,39,31,26,5,1,1,0
C3010,24,02,0000,District - Banas Kantha  02,Urban,20-24,26809,13841,12968,3539,2361,1178,876,555,321,2479,1654,825,166,137,29,18,15,3,0,0,0
