Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,All ages,60348023,31443652,28904371,13750049,7975597,5774452,12801130,7424775,5376355,589147,392429,196718,40538,28524,12014,24316,17550,6766,294918,112319,182599
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,0-4,7368736,3801712,3567024,133256,70179,63077,133256,70179,63077,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,5,1700214,898393,801821,211475,116535,94940,211475,116535,94940,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,6,1713264,879742,833522,616389,334188,282201,616389,334188,282201,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,7,1385697,710779,674918,977522,524921,452601,977522,524921,452601,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,8,2002398,1037498,964900,1509388,821154,688234,1509388,821154,688234,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,9,1313098,672018,641080,1104430,587152,517278,1104430,587152,517278,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,10,2160767,1137640,1023127,1702711,946538,756173,1702711,946538,756173,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,11,1124728,600693,524035,962294,537171,425123,962294,537171,425123,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,12,1921483,1029501,891982,1424289,827206,597083,1424289,827206,597083,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,13,1182292,618571,563721,871900,501426,370474,871900,501426,370474,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,14,1379739,737389,642350,894696,542171,352525,894696,542171,352525,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,15-19,5690617,3155715,2534902,2361745,1551121,810624,2163518,1437984,725534,162977,92031,70946,12208,8198,4010,10736,7874,2862,12306,5034,7272
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,20-24,5168016,2693698,2474318,654714,457420,197294,229262,178150,51112,361914,249540,112374,13945,10482,3463,6186,4555,1631,43407,14693,28714
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,25-29,4664502,2364315,2300187,114142,66489,47653,0,0,0,47509,38557,8952,7587,5816,1771,3641,2681,960,55405,19435,35970
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,30-34,4348461,2189149,2159312,71166,28971,42195,0,0,0,7715,5772,1943,2037,1307,730,1319,874,445,60095,21018,39077
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,35-59,12783564,6738934,6044630,129802,57041,72761,0,0,0,6734,4925,1809,3572,2089,1483,1844,1191,653,117652,48836,68816
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,60+,4280924,2091793,2189131,8311,4848,3463,0,0,0,1259,935,324,1004,485,519,467,300,167,5581,3128,2453
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,Age not stated,159523,86112,73411,1819,1066,753,0,0,0,1039,669,370,185,147,38,123,75,48,472,175,297
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,All ages,44380878,23031093,21349785,9283489,5509589,3773900,8802039,5244148,3557891,168578,138202,30376,11419,7813,3606,11530,8795,2735,289923,110631,179292
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,0-4,5776585,2969769,2806816,55719,29509,26210,55719,29509,26210,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,5,1320586,694602,625984,99361,55579,43782,99361,55579,43782,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,6,1346573,689355,657218,440226,241581,198645,440226,241581,198645,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,7,1036836,530982,505854,691918,375801,316117,691918,375801,316117,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,8,1539336,794025,745311,1112563,609434,503129,1112563,609434,503129,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,9,1006527,513848,492679,826641,442361,384280,826641,442361,384280,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,10,1654420,866663,787757,1259325,706048,553277,1259325,706048,553277,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,11,819818,439515,380303,683608,388317,295291,683608,388317,295291,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,12,1447681,773828,673853,1018228,604907,413321,1018228,604907,413321,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,13,852990,450224,402766,590567,355050,235517,590567,355050,235517,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,14,1008925,543119,465806,599147,383618,215529,599147,383618,215529,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,15-19,3975497,2217629,1757868,1343646,975129,368517,1281820,933754,348066,41506,30045,11461,2616,1923,693,5668,4488,1180,12036,4919,7117
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,20-24,3633948,1862686,1771262,296197,225237,70960,142916,118189,24727,104676,87951,16725,3122,2468,654,2732,2192,540,42751,14437,28314
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,25-29,3338674,1689802,1648872,74890,37137,37753,0,0,0,17169,15635,1534,1897,1396,501,1180,911,269,54644,19195,35449
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,30-34,3133954,1567973,1565981,63504,24052,39452,0,0,0,2844,2490,354,897,506,391,494,294,200,59269,20762,38507
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,35-59,9106237,4764071,4342166,120561,51605,68956,0,0,0,1878,1647,231,2139,1173,966,1023,633,390,115521,48152,67369
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,60+,3265185,1600055,1665130,6582,3791,2791,0,0,0,290,254,36,697,311,386,360,232,128,5235,2994,2241
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,Age not stated,117106,62947,54159,806,433,373,0,0,0,215,180,35,51,36,15,73,45,28,467,172,295
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,All ages,15967145,8412559,7554586,4466560,2466008,2000552,3999091,2180627,1818464,420569,254227,166342,29119,20711,8408,12786,8755,4031,4995,1688,3307
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,0-4,1592151,831943,760208,77537,40670,36867,77537,40670,36867,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,5,379628,203791,175837,112114,60956,51158,112114,60956,51158,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,6,366691,190387,176304,176163,92607,83556,176163,92607,83556,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,7,348861,179797,169064,285604,149120,136484,285604,149120,136484,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,8,463062,243473,219589,396825,211720,185105,396825,211720,185105,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,9,306571,158170,148401,277789,144791,132998,277789,144791,132998,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,10,506347,270977,235370,443386,240490,202896,443386,240490,202896,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,11,304910,161178,143732,278686,148854,129832,278686,148854,129832,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,12,473802,255673,218129,406061,222299,183762,406061,222299,183762,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,13,329302,168347,160955,281333,146376,134957,281333,146376,134957,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,14,370814,194270,176544,295549,158553,136996,295549,158553,136996,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,15-19,1715120,938086,777034,1018099,575992,442107,881698,504230,377468,121471,61986,59485,9592,6275,3317,5068,3386,1682,270,115,155
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,20-24,1534068,831012,703056,358517,232183,126334,86346,59961,26385,257238,161589,95649,10823,8014,2809,3454,2363,1091,656,256,400
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,25-29,1325828,674513,651315,39252,29352,9900,0,0,0,30340,22922,7418,5690,4420,1270,2461,1770,691,761,240,521
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,30-34,1214507,621176,593331,7662,4919,2743,0,0,0,4871,3282,1589,1140,801,339,825,580,245,826,256,570
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,35-59,3677327,1974863,1702464,9241,5436,3805,0,0,0,4856,3278,1578,1433,916,517,821,558,263,2131,684,1447
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,60+,1015739,491738,524001,1729,1057,672,0,0,0,969,681,288,307,174,133,107,68,39,346,134,212
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,Age not stated,42417,23165,19252,1013,633,380,0,0,0,824,489,335,134,111,23,50,30,20,5,3,2
C3010,23,01,0000,District - Sheopur *  01,Total,All ages,559495,295297,264198,105457,66804,38653,101772,64302,37470,2328,1776,552,124,75,49,101,73,28,1132,578,554
C3010,23,01,0000,District - Sheopur *  01,Total,0-4,74895,38510,36385,669,365,304,669,365,304,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,01,0000,District - Sheopur *  01,Total,5,18045,9627,8418,1324,806,518,1324,806,518,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,01,0000,District - Sheopur *  01,Total,6,19289,10029,9260,4385,2579,1806,4385,2579,1806,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,01,0000,District - Sheopur *  01,Total,7,14522,7578,6944,7572,4356,3216,7572,4356,3216,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,01,0000,District - Sheopur *  01,Total,8,23048,12040,11008,13131,7620,5511,13131,7620,5511,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,01,0000,District - Sheopur *  01,Total,9,12728,6700,6028,8948,5142,3806,8948,5142,3806,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,01,0000,District - Sheopur *  01,Total,10,24578,13083,11495,15741,9487,6254,15741,9487,6254,0,0,0,0,0,0,0,0,0,0,0,0
