Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females,,
C3010,33,6,0,District - Tiruvannamalai  06,Rural,10,42762,22107,20655,38653,20168,18485,38653,20168,18485,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Rural,11,32933,16879,16054,30295,15693,14602,30295,15693,14602,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Rural,12,42530,22012,20518,36107,19129,16978,36107,19129,16978,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Rural,13,39541,19706,19835,32363,16651,15712,32363,16651,15712,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Rural,14,33706,17320,16386,25387,13583,11804,25387,13583,11804,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Rural,15-19,186153,94711,91442,58039,34745,23294,52146,30381,21765,3043,2270,773,2508,1917,591,327,174,153,15,3,12,,
C3010,33,6,0,District - Tiruvannamalai  06,Rural,20-24,158249,81134,77115,9476,6751,2725,4449,2989,1460,3659,2717,942,1072,869,203,249,155,94,47,21,26,,
C3010,33,6,0,District - Tiruvannamalai  06,Rural,25-29,146153,71131,75022,803,634,169,0,0,0,341,296,45,242,199,43,171,122,49,49,17,32,,
C3010,33,6,0,District - Tiruvannamalai  06,Rural,30-34,114287,55275,59012,239,151,88,0,0,0,59,47,12,44,32,12,73,53,20,63,19,44,,
C3010,33,6,0,District - Tiruvannamalai  06,Rural,35-59,478123,235351,242772,549,354,195,0,0,0,67,54,13,104,66,38,123,99,24,255,135,120,,
C3010,33,6,0,District - Tiruvannamalai  06,Rural,60+,171501,85919,85582,172,108,64,0,0,0,8,7,1,53,32,21,16,11,5,95,58,37,,
C3010,33,6,0,District - Tiruvannamalai  06,Rural,Age not stated,8732,4561,4171,57,46,11,0,0,0,4,2,2,42,38,4,7,3,4,4,3,1,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,All ages,400761,200121,200640,95093,49225,45868,89216,45565,43651,3603,2126,1477,1838,1313,525,379,200,179,57,21,36,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,0-4,32098,16317,15781,2759,1445,1314,2759,1445,1314,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,5,7268,3722,3546,3934,2064,1870,3934,2064,1870,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,6,6491,3315,3176,5065,2587,2478,5065,2587,2478,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,7,7557,3842,3715,7002,3559,3443,7002,3559,3443,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,8,7801,3940,3861,7363,3711,3652,7363,3711,3652,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,9,6965,3524,3441,6643,3352,3291,6643,3352,3291,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,10,8946,4633,4313,8246,4288,3958,8246,4288,3958,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,11,7280,3676,3604,6832,3465,3367,6832,3465,3367,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,12,9053,4639,4414,7965,4116,3849,7965,4116,3849,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,13,8811,4335,4476,7596,3758,3838,7596,3758,3838,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,14,7878,3860,4018,6459,3169,3290,6459,3169,3290,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,15-19,43499,21685,21814,19927,10478,9449,17500,9009,8491,1341,741,600,945,662,283,135,62,73,6,4,2,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,20-24,40169,19836,20333,4725,2857,1868,1852,1042,810,1994,1201,793,732,540,192,144,73,71,3,1,2,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,25-29,37053,17802,19251,350,238,112,0,0,0,168,115,53,114,82,32,61,40,21,7,1,6,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,30-34,28485,14140,14345,78,50,28,0,0,0,38,27,11,21,15,6,13,5,8,6,3,3,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,35-59,107254,54347,52907,123,74,49,0,0,0,56,38,18,20,11,9,21,15,6,26,10,16,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,60+,33549,16205,17344,22,13,9,0,0,0,4,4,0,6,3,3,5,5,0,7,1,6,,
C3010,33,6,0,District - Tiruvannamalai  06,Urban,Age not stated,604,303,301,4,1,3,0,0,0,2,0,2,0,0,0,0,0,0,2,1,1,,
C3010,33,7,0,District - Viluppuram  07,Total,All ages,2960373,1492442,1467931,660939,355264,305675,634803,337788,297015,18082,12104,5978,5408,3985,1423,1505,835,670,1141,552,589,,
C3010,33,7,0,District - Viluppuram  07,Total,0-4,266073,135102,130971,12437,6660,5777,12437,6660,5777,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Total,5,54140,27908,26232,24259,12715,11544,24259,12715,11544,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Total,6,52962,27247,25715,41255,21393,19862,41255,21393,19862,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Total,7,62234,31882,30352,55610,28776,26834,55610,28776,26834,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Total,8,67526,33909,33617,61928,31388,30540,61928,31388,30540,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Total,9,61261,31140,30121,56958,29272,27686,56958,29272,27686,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Total,10,76200,38877,37323,66905,34886,32019,66905,34886,32019,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Total,11,53554,27683,25871,48558,25508,23050,48558,25508,23050,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Total,12,72765,37553,35212,60451,32270,28181,60451,32270,28181,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Total,13,64730,32778,31952,52508,27662,24846,52508,27662,24846,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Total,14,55034,28282,26752,41711,22542,19169,41711,22542,19169,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Total,15-19,314123,157985,156138,112722,65071,47651,103291,58991,44300,6284,3876,2408,2505,1881,624,592,306,286,50,17,33,,
C3010,33,7,0,District - Viluppuram  07,Total,20-24,269907,137424,132483,21052,14046,7006,8932,5725,3207,9917,6783,3134,1690,1290,400,405,208,197,108,40,68,,
C3010,33,7,0,District - Viluppuram  07,Total,25-29,255123,124036,131087,2248,1676,572,0,0,0,1265,990,275,570,449,121,263,169,94,150,68,82,,
C3010,33,7,0,District - Viluppuram  07,Total,30-34,197640,97590,100050,641,412,229,0,0,0,255,188,67,166,115,51,96,57,39,124,52,72,,
C3010,33,7,0,District - Viluppuram  07,Total,35-59,771071,385083,385988,1264,723,541,0,0,0,264,204,60,330,158,172,105,67,38,565,294,271,,
C3010,33,7,0,District - Viluppuram  07,Total,60+,250144,129903,120241,334,203,131,0,0,0,43,29,14,124,76,48,31,22,9,136,76,60,,
C3010,33,7,0,District - Viluppuram  07,Total,Age not stated,15886,8060,7826,98,61,37,0,0,0,54,34,20,23,16,7,13,6,7,8,5,3,,
C3010,33,7,0,District - Viluppuram  07,Rural,All ages,2533456,1277415,1256041,555197,299960,255237,537577,287526,250051,11858,8571,3287,3734,2779,955,943,560,383,1085,524,561,,
C3010,33,7,0,District - Viluppuram  07,Rural,0-4,230864,117346,113518,9376,5063,4313,9376,5063,4313,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Rural,5,46480,23979,22501,20319,10717,9602,20319,10717,9602,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Rural,6,46107,23723,22384,35998,18668,17330,35998,18668,17330,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Rural,7,54232,27800,26432,48206,24989,23217,48206,24989,23217,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Rural,8,59127,29564,29563,53928,27242,26686,53928,27242,26686,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Rural,9,53843,27339,26504,49844,25619,24225,49844,25619,24225,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Rural,10,66401,33813,32588,57750,30123,27627,57750,30123,27627,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Rural,11,45971,23803,22168,41398,21853,19545,41398,21853,19545,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Rural,12,63001,32555,30446,51523,27681,23842,51523,27681,23842,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Rural,13,55642,28228,27414,44309,23536,20773,44309,23536,20773,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Rural,14,46857,24038,22819,34663,18856,15807,34663,18856,15807,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Rural,15-19,267984,134725,133259,89317,52685,36632,83127,48457,34670,4084,2719,1365,1696,1293,403,364,201,163,46,15,31,,
C3010,33,7,0,District - Viluppuram  07,Rural,20-24,227162,116182,110980,15061,10556,4505,7136,4722,2414,6480,4805,1675,1085,845,240,258,146,112,102,38,64,,
C3010,33,7,0,District - Viluppuram  07,Rural,25-29,214584,104590,109994,1627,1247,380,0,0,0,894,732,162,431,343,88,161,109,52,141,63,78,,
C3010,33,7,0,District - Viluppuram  07,Rural,30-34,165521,81518,84003,472,311,161,0,0,0,173,137,36,128,89,39,55,36,19,116,49,67,,
C3010,33,7,0,District - Viluppuram  07,Rural,35-59,657866,327153,330713,1049,595,454,0,0,0,168,137,31,271,132,139,67,44,23,543,282,261,,
C3010,33,7,0,District - Viluppuram  07,Rural,60+,217221,113650,103571,279,170,109,0,0,0,18,13,5,105,65,40,26,19,7,130,73,57,,
C3010,33,7,0,District - Viluppuram  07,Rural,Age not stated,14593,7409,7184,78,49,29,0,0,0,41,28,13,18,12,6,12,5,7,7,4,3,,
C3010,33,7,0,District - Viluppuram  07,Urban,All ages,426917,215027,211890,105742,55304,50438,97226,50262,46964,6224,3533,2691,1674,1206,468,562,275,287,56,28,28,,
C3010,33,7,0,District - Viluppuram  07,Urban,0-4,35209,17756,17453,3061,1597,1464,3061,1597,1464,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Urban,5,7660,3929,3731,3940,1998,1942,3940,1998,1942,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Urban,6,6855,3524,3331,5257,2725,2532,5257,2725,2532,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Urban,7,8002,4082,3920,7404,3787,3617,7404,3787,3617,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Urban,8,8399,4345,4054,8000,4146,3854,8000,4146,3854,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Urban,9,7418,3801,3617,7114,3653,3461,7114,3653,3461,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Urban,10,9799,5064,4735,9155,4763,4392,9155,4763,4392,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Urban,11,7583,3880,3703,7160,3655,3505,7160,3655,3505,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Urban,12,9764,4998,4766,8928,4589,4339,8928,4589,4339,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Urban,13,9088,4550,4538,8199,4126,4073,8199,4126,4073,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Urban,14,8177,4244,3933,7048,3686,3362,7048,3686,3362,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,7,0,District - Viluppuram  07,Urban,15-19,46139,23260,22879,23405,12386,11019,20164,10534,9630,2200,1157,1043,809,588,221,228,105,123,4,2,2,,
C3010,33,7,0,District - Viluppuram  07,Urban,20-24,42745,21242,21503,5991,3490,2501,1796,1003,793,3437,1978,1459,605,445,160,147,62,85,6,2,4,,
C3010,33,7,0,District - Viluppuram  07,Urban,25-29,40539,19446,21093,621,429,192,0,0,0,371,258,113,139,106,33,102,60,42,9,5,4,,
C3010,33,7,0,District - Viluppuram  07,Urban,30-34,32119,16072,16047,169,101,68,0,0,0,82,51,31,38,26,12,41,21,20,8,3,5,,
C3010,33,7,0,District - Viluppuram  07,Urban,35-59,113205,57930,55275,215,128,87,0,0,0,96,67,29,59,26,33,38,23,15,22,12,10,,
C3010,33,7,0,District - Viluppuram  07,Urban,60+,32923,16253,16670,55,33,22,0,0,0,25,16,9,19,11,8,5,3,2,6,3,3,,
C3010,33,7,0,District - Viluppuram  07,Urban,Age not stated,1293,651,642,20,12,8,0,0,0,13,6,7,5,4,1,1,1,0,1,1,0,,
C3010,33,8,0,District - Salem  08,Total,All ages,3016346,1563633,1452713,608404,340323,268081,566795,313632,253163,31951,20452,11499,6711,4464,2247,2249,1370,879,698,405,293,,
C3010,33,8,0,District - Salem  08,Total,0-4,243789,131674,112115,12620,6796,5824,12620,6796,5824,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Total,5,56120,30491,25629,23382,12719,10663,23382,12719,10663,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Total,6,51950,27964,23986,38122,20586,17536,38122,20586,17536,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Total,7,56352,30283,26069,49671,26878,22793,49671,26878,22793,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Total,8,59278,31447,27831,53860,28738,25122,53860,28738,25122,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Total,9,53184,28770,24414,48678,26547,22131,48678,26547,22131,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Total,10,66120,36440,29680,57442,31957,25485,57442,31957,25485,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Total,11,49376,26873,22503,43645,24009,19636,43645,24009,19636,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Total,12,63542,35179,28363,51800,28982,22818,51800,28982,22818,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Total,13,57045,30957,26088,44695,24642,20053,44695,24642,20053,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Total,14,50192,27211,22981,36720,20248,16472,36720,20248,16472,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Total,15-19,283892,153905,129987,114034,65892,48142,98814,56948,41866,10707,6079,4628,3612,2352,1260,879,502,377,22,11,11,,
C3010,33,8,0,District - Salem  08,Total,20-24,269879,137565,132314,27898,18172,9726,7346,4582,2764,18175,12063,6112,1777,1175,602,536,322,214,64,30,34,,
C3010,33,8,0,District - Salem  08,Total,25-29,278137,134265,143872,3135,2362,773,0,0,0,1936,1495,441,706,563,143,412,272,140,81,32,49,,
C3010,33,8,0,District - Salem  08,Total,30-34,229357,115503,113854,775,543,232,0,0,0,388,293,95,176,121,55,128,75,53,83,54,29,,
C3010,33,8,0,District - Salem  08,Total,35-59,865454,442876,422578,1461,951,510,0,0,0,573,411,162,306,178,128,227,153,74,355,209,146,,
C3010,33,8,0,District - Salem  08,Total,60+,268793,134837,133956,334,217,117,0,0,0,94,60,34,103,53,50,46,36,10,91,68,23,,
C3010,33,8,0,District - Salem  08,Total,Age not stated,13886,7393,6493,132,84,48,0,0,0,78,51,27,31,22,9,21,10,11,2,1,1,,
C3010,33,8,0,District - Salem  08,Rural,All ages,1626162,852453,773709,316682,183331,133351,302789,173291,129498,10559,7684,2875,2079,1514,565,844,577,267,411,265,146,,
C3010,33,8,0,District - Salem  08,Rural,0-4,136130,75025,61105,4885,2682,2203,4885,2682,2203,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Rural,5,30659,17086,13573,12026,6721,5305,12026,6721,5305,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Rural,6,28817,15920,12897,21566,11930,9636,21566,11930,9636,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Rural,7,31446,17101,14345,27634,15148,12486,27634,15148,12486,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Rural,8,33205,18057,15148,30050,16447,13603,30050,16447,13603,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Rural,9,29805,16468,13337,27247,15208,12039,27247,15208,12039,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Rural,10,37270,20916,16354,31968,18206,13762,31968,18206,13762,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Rural,11,26504,14777,11727,23391,13245,10146,23391,13245,10146,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Rural,12,35541,20255,15286,28477,16537,11940,28477,16537,11940,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Rural,13,31020,17323,13697,23868,13715,10153,23868,13715,10153,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Rural,14,26836,15043,11793,19108,11053,8055,19108,11053,8055,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Rural,15-19,151480,84312,67168,53435,33060,20375,48543,29744,18799,3509,2299,1210,1010,768,242,359,243,116,14,6,8,,
C3010,33,8,0,District - Salem  08,Rural,20-24,141051,73492,67559,10737,7677,3060,4026,2655,1371,5969,4506,1463,502,350,152,201,145,56,39,21,18,,
C3010,33,8,0,District - Salem  08,Rural,25-29,146697,71116,75581,1192,944,248,0,0,0,728,602,126,291,237,54,127,88,39,46,17,29,,
C3010,33,8,0,District - Salem  08,Rural,30-34,118863,59536,59327,314,229,85,0,0,0,133,107,26,75,49,26,51,35,16,55,38,17,,
C3010,33,8,0,District - Salem  08,Rural,35-59,463500,235417,228083,610,408,202,0,0,0,179,144,35,148,80,68,83,49,34,200,135,65,,
C3010,33,8,0,District - Salem  08,Rural,60+,150935,77029,73906,143,100,43,0,0,0,27,15,12,47,27,20,13,11,2,56,47,9,,
C3010,33,8,0,District - Salem  08,Rural,Age not stated,6403,3580,2823,31,21,10,0,0,0,14,11,3,6,3,3,10,6,4,1,1,0,,
C3010,33,8,0,District - Salem  08,Urban,All ages,1390184,711180,679004,291722,156992,134730,264006,140341,123665,21392,12768,8624,4632,2950,1682,1405,793,612,287,140,147,,
C3010,33,8,0,District - Salem  08,Urban,0-4,107659,56649,51010,7735,4114,3621,7735,4114,3621,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Urban,5,25461,13405,12056,11356,5998,5358,11356,5998,5358,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Urban,6,23133,12044,11089,16556,8656,7900,16556,8656,7900,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Urban,7,24906,13182,11724,22037,11730,10307,22037,11730,10307,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Urban,8,26073,13390,12683,23810,12291,11519,23810,12291,11519,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Urban,9,23379,12302,11077,21431,11339,10092,21431,11339,10092,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Urban,10,28850,15524,13326,25474,13751,11723,25474,13751,11723,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Urban,11,22872,12096,10776,20254,10764,9490,20254,10764,9490,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Urban,12,28001,14924,13077,23323,12445,10878,23323,12445,10878,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Urban,13,26025,13634,12391,20827,10927,9900,20827,10927,9900,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Urban,14,23356,12168,11188,17612,9195,8417,17612,9195,8417,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,8,0,District - Salem  08,Urban,15-19,132412,69593,62819,60599,32832,27767,50271,27204,23067,7198,3780,3418,2602,1584,1018,520,259,261,8,5,3,,
C3010,33,8,0,District - Salem  08,Urban,20-24,128828,64073,64755,17161,10495,6666,3320,1927,1393,12206,7557,4649,1275,825,450,335,177,158,25,9,16,,
C3010,33,8,0,District - Salem  08,Urban,25-29,131440,63149,68291,1943,1418,525,0,0,0,1208,893,315,415,326,89,285,184,101,35,15,20,,
C3010,33,8,0,District - Salem  08,Urban,30-34,110494,55967,54527,461,314,147,0,0,0,255,186,69,101,72,29,77,40,37,28,16,12,,
C3010,33,8,0,District - Salem  08,Urban,35-59,401954,207459,194495,851,543,308,0,0,0,394,267,127,158,98,60,144,104,40,155,74,81,,
C3010,33,8,0,District - Salem  08,Urban,60+,117858,57808,60050,191,117,74,0,0,0,67,45,22,56,26,30,33,25,8,35,21,14,,
C3010,33,8,0,District - Salem  08,Urban,Age not stated,7483,3813,3670,101,63,38,0,0,0,64,40,24,25,19,6,11,4,7,1,0,1,,
C3010,33,9,0,District - Namakkal   *  09,Total,All ages,1493462,759551,733911,291539,159781,131758,260735,141127,119608,23454,14369,9085,5664,3410,2254,1095,566,529,591,309,282,,
C3010,33,9,0,District - Namakkal   *  09,Total,0-4,105782,55947,49835,5302,2837,2465,5302,2837,2465,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Total,5,24405,12995,11410,9782,5314,4468,9782,5314,4468,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Total,6,22498,11867,10631,16355,8660,7695,16355,8660,7695,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Total,7,24634,12864,11770,22169,11642,10527,22169,11642,10527,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Total,8,24746,13007,11739,22959,12106,10853,22959,12106,10853,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Total,9,23337,12277,11060,21720,11525,10195,21720,11525,10195,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Total,10,28149,15201,12948,24941,13666,11275,24941,13666,11275,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Total,11,21733,11556,10177,19533,10479,9054,19533,10479,9054,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Total,12,27445,14569,12876,23257,12529,10728,23257,12529,10728,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Total,13,25047,13152,11895,20452,10931,9521,20452,10931,9521,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Total,14,22487,11991,10496,17180,9342,7838,17180,9342,7838,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Total,15-19,134482,71366,63116,64839,36336,28503,52966,29688,23278,8153,4494,3659,3237,1928,1309,462,217,245,21,9,12,,
C3010,33,9,0,District - Namakkal   *  09,Total,20-24,131114,65741,65373,19095,11816,7279,4119,2408,1711,13110,8330,4780,1544,918,626,262,130,132,60,30,30,,
C3010,33,9,0,District - Namakkal   *  09,Total,25-29,132718,63837,68881,1990,1369,621,0,0,0,1267,907,360,449,305,144,198,131,67,76,26,50,,
C3010,33,9,0,District - Namakkal   *  09,Total,30-34,113175,56982,56193,543,333,210,0,0,0,309,203,106,108,72,36,69,29,40,57,29,28,,
C3010,33,9,0,District - Namakkal   *  09,Total,35-59,456988,228997,227991,942,606,336,0,0,0,393,306,87,198,112,86,66,40,26,285,148,137,,
C3010,33,9,0,District - Namakkal   *  09,Total,60+,154945,77007,77938,249,165,84,0,0,0,74,50,24,79,44,35,13,9,4,83,62,21,,
C3010,33,9,0,District - Namakkal   *  09,Total,Age not stated,19777,10195,9582,231,125,106,0,0,0,148,79,69,49,31,18,25,10,15,9,5,4,,
C3010,33,9,0,District - Namakkal   *  09,Rural,All ages,948230,482365,465865,181996,100957,81039,162655,89079,73576,14528,9175,5353,3858,2166,1692,537,319,218,418,218,200,,
C3010,33,9,0,District - Namakkal   *  09,Rural,0-4,67076,35739,31337,3031,1638,1393,3031,1638,1393,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Rural,5,14958,8001,6957,5997,3293,2704,5997,3293,2704,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Rural,6,13959,7410,6549,10187,5416,4771,10187,5416,4771,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Rural,7,15406,8102,7304,13795,7310,6485,13795,7310,6485,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Rural,8,15584,8287,7297,14387,7689,6698,14387,7689,6698,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,9,0,District - Namakkal   *  09,Rural,9,14700,7836,6864,13657,7357,6300,13657,7357,6300,0,0,0,0,0,0,0,0,0,0,0,0,,
